CCode,DATETIME_START_OUTPUTROW,DATETIME_END_OUTPUTROW,StateAbb,StateName,year,irst,milex,milper,pec,tpop,upop,cinc
130,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,ECU,Ecuador,1917,0,-9,8,18,1510,0,0.0002957
92,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,SAL,El Salvador,1955,0,6560,7,18,2135,191,0.0002958
92,1876-Jan-01 00:00:00,1877-Jan-01 00:00:00,SAL,El Salvador,1876,0,164,1,0,555,0,0.0002963
41,1862-Jan-01 00:00:00,1863-Jan-01 00:00:00,HAI,Haiti,1862,0,-9,4,0,499,0,0.0002964
92,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,SAL,El Salvador,1956,0,6960,7,20,2195,195,0.0002966
92,1902-Jan-01 00:00:00,1903-Jan-01 00:00:00,SAL,El Salvador,1902,0,180,3,0,840,0,0.0002971
339,1939-Jan-01 00:00:00,1939-Apr-08 00:00:00,ALB,Albania,1939,0,6984,9,174,1070,0,0.0002976
41,1861-Jan-01 00:00:00,1862-Jan-01 00:00:00,HAI,Haiti,1861,0,-9,4,0,487,0,0.0002979
150,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,PAR,Paraguay,1954,0,16467,6,7,1525,233,0.0002979
438,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,GUI,Guinea,1964,0,5003,8,21,3420,175,0.0002982
620,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,LIB,Libya,1963,0,13162,13,342,1455,292,0.0002988
92,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,SAL,El Salvador,1959,0,6240,7,29,2386,222,0.0002993
92,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,SAL,El Salvador,1957,0,7680,7,23,2257,204,0.0002994
130,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,ECU,Ecuador,1920,0,731,5,27,1540,0,0.0002995
92,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,SAL,El Salvador,1960,0,6120,7,31,2578,231,0.0002995
130,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,ECU,Ecuador,1916,0,-9,8,25,1490,0,0.0003004
92,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,SAL,El Salvador,1958,0,7600,7,26,2321,213,0.0003007
41,1871-Jan-01 00:00:00,1872-Jan-01 00:00:00,HAI,Haiti,1871,0,-9,4,0,622,0,0.0003015
92,1889-Jan-01 00:00:00,1890-Jan-01 00:00:00,SAL,El Salvador,1889,0,140,2,0,682,0,0.0003018
678,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,YAR,Yemen Arab Republic,1964,0,10000,8,25,4410,0,0.0003024
663,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,JOR,Jordan,1960,0,53486,-9,6,1695,220,0.0003036
150,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,PAR,Paraguay,1960,0,4900,11,12,1842,274,0.0003041
92,1911-Jan-01 00:00:00,1912-Jan-01 00:00:00,SAL,El Salvador,1911,0,242,3,0,1000,0,0.0003047
95,1974-Jan-01 00:00:00,1975-Jan-01 00:00:00,PAN,Panama,1974,0,13000,8,5719,1677,393,0.0003048
92,1895-Jan-01 00:00:00,1896-Jan-01 00:00:00,SAL,El Salvador,1895,0,-9,4,0,754,0,0.0003048
678,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,YAR,Yemen Arab Republic,1963,0,10000,8,23,4319,0,0.0003052
92,1891-Jan-01 00:00:00,1892-Jan-01 00:00:00,SAL,El Salvador,1891,0,-9,4,0,693,0,0.0003054
520,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,SOM,Somalia,1969,0,9002,18,44,2726,190,0.0003054
92,1900-Jan-01 00:00:00,1901-Jan-01 00:00:00,SAL,El Salvador,1900,0,153,4,0,800,0,0.0003061
92,1907-Jan-01 00:00:00,1908-Jan-01 00:00:00,SAL,El Salvador,1907,0,200,3,0,930,0,0.0003068
438,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,GUI,Guinea,1968,0,14009,9,29,3747,208,0.0003078
150,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,PAR,Paraguay,1941,0,-9,3,0,1140,140,0.0003079
438,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,GUI,Guinea,1969,0,14252,9,48,3829,219,0.0003081
150,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,PAR,Paraguay,1959,0,5100,11,11,1730,267,0.0003084
95,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,PAN,Panama,1968,0,900,5,4191,1421,345,0.0003089
95,1973-Jan-01 00:00:00,1974-Jan-01 00:00:00,PAN,Panama,1973,0,10700,7,6026,1633,392,0.0003089
95,1970-Jan-01 00:00:00,1971-Jan-01 00:00:00,PAN,Panama,1970,0,1600,5,5699,1506,389,0.0003094
150,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,PAR,Paraguay,1942,0,-9,3,0,1160,146,0.0003113
92,1903-Jan-01 00:00:00,1904-Jan-01 00:00:00,SAL,El Salvador,1903,0,140,4,0,860,0,0.0003116
150,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,PAR,Paraguay,1944,0,-9,3,0,1220,159,0.0003119
712,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,MON,Mongolia,1938,0,23400,2,33,742,0,0.000312
438,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,GUI,Guinea,1966,0,13008,9,22,3608,189,0.0003122
438,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,GUI,Guinea,1963,0,6004,10,19,3360,156,0.0003139
92,1910-Jan-01 00:00:00,1911-Jan-01 00:00:00,SAL,El Salvador,1910,0,243,3,0,990,0,0.0003142
95,1975-Jan-01 00:00:00,1976-Jan-01 00:00:00,PAN,Panama,1975,0,14700,8,6188,1723,417,0.0003151
701,1991-Dec-26 00:00:00,1992-Jan-01 00:00:00,TKM,Turkmenistan,1991,0,-9,-9,0,3753,695,0.0003152
712,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,MON,Mongolia,1956,0,-9,17,149,854,147,0.0003163
438,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,GUI,Guinea,1965,0,11007,9,21,3510,182,0.0003166
663,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,JOR,Jordan,1952,0,25483,15,0,1320,103,0.0003174
150,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,PAR,Paraguay,1945,0,-9,6,2,1250,166,0.000318
663,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,JOR,Jordan,1953,0,27723,15,0,1360,108,0.0003183
150,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,PAR,Paraguay,1943,0,-9,3,0,1190,152,0.0003183
145,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,BOL,Bolivia,1916,0,1630,5,0,2060,0,0.0003184
432,1960-Jun-20 00:00:00,1961-Jan-01 00:00:00,MLI,Mali,1960,0,0,3,2,4375,120,0.0003188
92,1912-Jan-01 00:00:00,1913-Jan-01 00:00:00,SAL,El Salvador,1912,0,281,3,0,1020,0,0.0003188
92,1909-Jan-01 00:00:00,1910-Jan-01 00:00:00,SAL,El Salvador,1909,0,255,3,0,970,0,0.0003189
145,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,BOL,Bolivia,1918,0,2898,5,0,2100,0,0.0003208
92,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,SAL,El Salvador,1946,0,1516,3,0,1760,106,0.0003208
660,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,LEB,Lebanon,1949,0,7828,3,12,1238,252,0.000321
660,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,LEB,Lebanon,1948,0,5059,3,11,1208,233,0.0003211
437,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,CDI,Ivory Coast,1961,0,4000,4,11,3930,180,0.0003215
812,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,LAO,Laos,1955,0,103,25,0,1944,0,0.0003219
339,1923-Jan-01 00:00:00,1924-Jan-01 00:00:00,ALB,Albania,1923,0,1213,8,0,834,0,0.0003222
663,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,JOR,Jordan,1954,0,28563,15,0,1395,119,0.0003223
150,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,PAR,Paraguay,1951,0,14423,6,6,1410,213,0.0003226
432,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,MLI,Mali,1961,0,8183,2,2,4480,130,0.0003227
660,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,LEB,Lebanon,1947,0,4512,4,9,1176,215,0.0003229
432,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,MLI,Mali,1967,0,10841,5,4,4741,171,0.0003229
95,1972-Jan-01 00:00:00,1973-Jan-01 00:00:00,PAN,Panama,1972,0,9300,7,6350,1590,391,0.0003237
663,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,JOR,Jordan,1955,0,29404,15,0,1437,132,0.0003238
130,1877-Jan-01 00:00:00,1878-Jan-01 00:00:00,ECU,Ecuador,1877,0,-9,1,0,1187,0,0.0003239
130,1876-Jan-01 00:00:00,1877-Jan-01 00:00:00,ECU,Ecuador,1876,0,-9,1,0,1173,0,0.000324
339,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,ALB,Albania,1935,0,2198,9,27,1005,0,0.0003241
130,1882-Jan-01 00:00:00,1883-Jan-01 00:00:00,ECU,Ecuador,1882,0,-9,1,0,1239,0,0.0003244
92,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,SAL,El Salvador,1966,0,9200,4,59,3037,470,0.0003245
130,1881-Jan-01 00:00:00,1882-Jan-01 00:00:00,ECU,Ecuador,1881,0,-9,1,0,1235,0,0.0003247
92,1881-Jan-01 00:00:00,1882-Jan-01 00:00:00,SAL,El Salvador,1881,0,180,1,0,612,0,0.0003248
92,1882-Jan-01 00:00:00,1883-Jan-01 00:00:00,SAL,El Salvador,1882,0,187,1,0,624,0,0.0003248
812,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,LAO,Laos,1954,0,886,25,0,1902,0,0.0003251
130,1883-Jan-01 00:00:00,1884-Jan-01 00:00:00,ECU,Ecuador,1883,0,-9,1,0,1242,0,0.0003259
150,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,PAR,Paraguay,1953,0,-9,6,7,1487,227,0.0003275
678,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,YAR,Yemen Arab Republic,1966,0,12000,8,31,4566,105,0.0003279
41,1866-Jan-01 00:00:00,1867-Jan-01 00:00:00,HAI,Haiti,1866,0,-9,4,0,550,0,0.000328
95,1971-Jan-01 00:00:00,1972-Jan-01 00:00:00,PAN,Panama,1971,0,1390,7,6296,1547,390,0.0003282
130,1880-Jan-01 00:00:00,1881-Jan-01 00:00:00,ECU,Ecuador,1880,0,-9,1,0,1232,0,0.0003287
471,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,CAO,Cameroon,1960,0,8912,1,112,5296,0,0.0003291
520,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,SOM,Somalia,1963,0,4480,9,1,4048,121,0.0003292
145,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,BOL,Bolivia,1915,0,2998,5,0,2040,0,0.0003293
41,1867-Jan-01 00:00:00,1868-Jan-01 00:00:00,HAI,Haiti,1867,0,-9,4,0,564,0,0.0003295
437,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,CDI,Ivory Coast,1962,0,8702,4,15,4066,202,0.0003302
432,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MLI,Mali,1969,0,6076,7,4,4929,186,0.0003302
90,1914-Jan-01 00:00:00,1915-Jan-01 00:00:00,GUA,Guatemala,1914,0,151,7,0,1180,0,0.0003304
620,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,LIB,Libya,1964,0,15122,16,94,1559,350,0.0003305
42,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,DOM,Dominican Republic,1942,0,2113,4,0,1840,128,0.000331
150,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,PAR,Paraguay,1950,0,10362,6,5,1371,206,0.000331
339,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,ALB,Albania,1937,0,2812,9,142,1030,0,0.0003312
432,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,MLI,Mali,1962,0,9196,3,2,4588,144,0.0003315
432,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,MLI,Mali,1968,0,5815,7,3,4832,182,0.0003316
150,1930-Jan-01 00:00:00,1931-Jan-01 00:00:00,PAR,Paraguay,1930,0,1540,3,0,880,107,0.0003318
339,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,ALB,Albania,1936,0,2486,9,62,1014,0,0.0003341
150,1931-Jan-01 00:00:00,1932-Jan-01 00:00:00,PAR,Paraguay,1931,0,1619,3,0,900,109,0.0003353
150,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,PAR,Paraguay,1928,0,1419,3,0,840,104,0.0003359
432,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,MLI,Mali,1963,0,9694,5,3,4394,169,0.0003366
339,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,ALB,Albania,1945,0,10254,60,197,1122,0,0.0003373
95,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,PAN,Panama,1969,0,1300,5,5201,1463,389,0.0003373
42,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,DOM,Dominican Republic,1944,0,3141,4,0,1930,152,0.0003378
41,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,HAI,Haiti,1957,0,5940,4,4,3460,184,0.0003381
42,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,DOM,Dominican Republic,1945,0,3574,4,4,1980,166,0.0003382
41,1868-Jan-01 00:00:00,1869-Jan-01 00:00:00,HAI,Haiti,1868,0,-9,4,0,578,0,0.0003382
432,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,MLI,Mali,1966,0,10342,7,4,4654,161,0.0003384
150,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,PAR,Paraguay,1946,0,3425,4,3,1280,174,0.0003389
660,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,LEB,Lebanon,1952,0,7964,5,20,1501,320,0.000339
339,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,ALB,Albania,1938,0,3143,9,170,1040,0,0.0003392
150,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,PAR,Paraguay,1963,0,6000,17,15,1982,296,0.0003399
41,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,HAI,Haiti,1952,0,4580,3,2,3200,139,0.0003405
150,1929-Jan-01 00:00:00,1930-Jan-01 00:00:00,PAR,Paraguay,1929,0,1696,3,0,860,105,0.0003406
339,2004-Jan-01 00:00:00,2005-Jan-01 00:00:00,ALB,Albania,2004,143,105000,21,2388,3127,403,0.0003407
367,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,LAT,Latvia,2001,515,85000,6,5302,2355,866,0.0003408
42,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,DOM,Dominican Republic,1943,0,2355,4,0,1890,139,0.0003409
41,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,HAI,Haiti,1958,0,7000,4,6,3514,198,0.0003409
92,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,SAL,El Salvador,1967,3,9480,4,64,3151,539,0.0003414
41,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,HAI,Haiti,1954,0,5140,4,3,3302,149,0.0003419
620,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,LIB,Libya,1965,0,20442,17,31,1567,351,0.0003425
150,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,PAR,Paraguay,1926,0,1021,3,0,800,101,0.000343
433,1960-Aug-20 00:00:00,1961-Jan-01 00:00:00,SEN,Senegal,1960,0,0,1,16,3498,375,0.0003432
41,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,HAI,Haiti,1955,0,5180,5,3,3354,160,0.0003433
41,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,HAI,Haiti,1956,0,5440,5,3,3407,172,0.0003448
130,1871-Jan-01 00:00:00,1872-Jan-01 00:00:00,ECU,Ecuador,1871,0,-9,2,0,1102,0,0.000345
520,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,SOM,Somalia,1964,0,5404,11,1,4142,130,0.000345
130,1901-Jan-01 00:00:00,1902-Jan-01 00:00:00,ECU,Ecuador,1901,0,-9,3,5,1310,0,0.0003452
41,1869-Jan-01 00:00:00,1870-Jan-01 00:00:00,HAI,Haiti,1869,0,-9,4,0,592,0,0.0003456
150,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,PAR,Paraguay,1927,0,1223,3,0,820,103,0.0003456
712,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,MON,Mongolia,1936,0,14400,2,47,741,0,0.0003467
150,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,PAR,Paraguay,1967,0,10000,20,20,2185,326,0.0003468
41,1863-Jan-01 00:00:00,1864-Jan-01 00:00:00,HAI,Haiti,1863,0,163,4,0,511,0,0.0003472
41,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,HAI,Haiti,1953,0,5260,4,2,3251,143,0.0003472
678,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,YAR,Yemen Arab Republic,1967,0,23364,10,29,4634,109,0.0003477
41,1873-Jan-01 00:00:00,1874-Jan-01 00:00:00,HAI,Haiti,1873,0,-9,4,0,653,0,0.0003481
130,1898-Jan-01 00:00:00,1899-Jan-01 00:00:00,ECU,Ecuador,1898,0,-9,3,0,1293,0,0.0003494
41,1872-Jan-01 00:00:00,1873-Jan-01 00:00:00,HAI,Haiti,1872,0,-9,4,0,637,0,0.0003498
660,1946-Mar-10 00:00:00,1947-Jan-01 00:00:00,LEB,Lebanon,1946,0,5111,4,8,1156,199,0.0003499
130,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,ECU,Ecuador,1919,0,-9,6,25,1530,0,0.0003506
41,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,HAI,Haiti,1962,0,6320,5,12,3940,269,0.0003506
41,1870-Jan-01 00:00:00,1871-Jan-01 00:00:00,HAI,Haiti,1870,0,-9,4,0,607,0,0.000351
678,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,YAR,Yemen Arab Republic,1968,0,36449,10,22,4699,113,0.0003524
150,1932-Jan-01 00:00:00,1933-Jan-01 00:00:00,PAR,Paraguay,1932,0,1812,3,0,920,112,0.0003539
660,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,LEB,Lebanon,1951,0,8100,5,16,1470,295,0.0003541
42,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,DOM,Dominican Republic,1940,0,-9,3,0,1760,107,0.0003542
130,1899-Jan-01 00:00:00,1900-Jan-01 00:00:00,ECU,Ecuador,1899,0,-9,3,0,1297,0,0.0003545
41,1875-Jan-01 00:00:00,1876-Jan-01 00:00:00,HAI,Haiti,1875,0,-9,4,0,686,0,0.0003549
660,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,LEB,Lebanon,1950,0,6606,5,14,1443,273,0.0003554
41,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,HAI,Haiti,1961,0,6340,5,10,3872,255,0.0003556
150,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,PAR,Paraguay,1962,0,5000,18,13,1934,289,0.0003559
660,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,LEB,Lebanon,1953,0,9593,6,22,1535,346,0.0003562
130,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,ECU,Ecuador,1921,0,-9,6,29,1570,0,0.0003567
41,1874-Jan-01 00:00:00,1875-Jan-01 00:00:00,HAI,Haiti,1874,0,-9,4,0,669,0,0.0003567
712,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,MON,Mongolia,1960,0,15000,24,334,952,179,0.0003573
150,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,PAR,Paraguay,1966,0,14000,20,19,2132,319,0.0003573
150,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,PAR,Paraguay,1968,0,10000,20,259,2239,369,0.0003574
41,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,HAI,Haiti,1951,0,3960,3,2,3149,136,0.0003586
520,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,SOM,Somalia,1965,0,5166,12,2,4239,141,0.0003586
678,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,YAR,Yemen Arab Republic,1965,0,11000,11,28,4492,102,0.0003592
437,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,CDI,Ivory Coast,1963,0,8005,7,19,4210,227,0.0003594
41,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,HAI,Haiti,1959,0,6880,6,7,3568,218,0.0003608
432,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,MLI,Mali,1964,0,10618,8,3,4485,186,0.0003623
150,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,PAR,Paraguay,1969,0,11000,20,251,2294,411,0.0003629
712,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,MON,Mongolia,1948,0,55050,-9,14,761,0,0.0003635
130,1900-Jan-01 00:00:00,1901-Jan-01 00:00:00,ECU,Ecuador,1900,0,173,3,3,1300,0,0.000364
41,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,HAI,Haiti,1960,0,6560,6,7,3804,240,0.000364
339,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,ALB,Albania,1926,0,975,8,1,874,0,0.0003646
712,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,MON,Mongolia,1958,0,-9,20,307,897,162,0.0003646
150,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,PAR,Paraguay,1964,0,11000,20,16,2031,304,0.0003648
145,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,BOL,Bolivia,1917,0,-9,5,0,2080,0,0.000366
41,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,HAI,Haiti,1950,0,3540,3,1,3097,134,0.000366
437,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,CDI,Ivory Coast,1965,0,12809,5,27,4527,278,0.0003664
339,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,ALB,Albania,1925,0,1036,8,1,861,0,0.0003666
280,1865-Jan-01 00:00:00,1866-Jan-01 00:00:00,MEC,Mecklenburg Schwerin,1865,0,-9,4,-9,556,0,0.0003666
90,1913-Jan-01 00:00:00,1914-Jan-01 00:00:00,GUA,Guatemala,1913,0,125,7,0,1170,0,0.0003668
130,1896-Jan-01 00:00:00,1897-Jan-01 00:00:00,ECU,Ecuador,1896,0,-9,3,0,1286,0,0.0003677
130,1895-Jan-01 00:00:00,1896-Jan-01 00:00:00,ECU,Ecuador,1895,0,-9,3,0,1283,0,0.000368
432,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,MLI,Mali,1965,0,10926,8,3,4576,203,0.0003681
150,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,PAR,Paraguay,1947,0,5002,9,3,1310,182,0.0003685
660,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,LEB,Lebanon,1954,0,9819,7,22,1573,375,0.0003692
339,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,ALB,Albania,1927,0,1158,8,1,888,0,0.0003693
339,1944-Nov-17 00:00:00,1945-Jan-01 00:00:00,ALB,Albania,1944,0,9156,60,193,1112,0,0.0003696
437,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,CDI,Ivory Coast,1964,0,11108,7,23,4363,253,0.0003696
90,1890-Jan-01 00:00:00,1891-Jan-01 00:00:00,GUA,Guatemala,1890,0,178,3,0,745,0,0.0003696
130,1873-Jan-01 00:00:00,1874-Jan-01 00:00:00,ECU,Ecuador,1873,0,-9,2,0,1130,0,0.00037
660,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,LEB,Lebanon,1955,0,12081,7,27,1613,406,0.0003708
130,1872-Jan-01 00:00:00,1873-Jan-01 00:00:00,ECU,Ecuador,1872,0,-9,2,0,1116,0,0.000371
712,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,MON,Mongolia,1925,0,-9,8,30,684,0,0.0003714
130,1870-Jan-01 00:00:00,1871-Jan-01 00:00:00,ECU,Ecuador,1870,0,-9,2,0,1089,0,0.0003715
150,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,PAR,Paraguay,1965,0,12000,20,17,2081,312,0.0003715
92,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,SAL,El Salvador,1969,3,10480,4,592,3390,625,0.0003715
130,1894-Jan-01 00:00:00,1895-Jan-01 00:00:00,ECU,Ecuador,1894,0,-9,3,0,1279,0,0.0003722
712,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,MON,Mongolia,1963,0,15000,28,407,1031,203,0.0003728
130,1875-Jan-01 00:00:00,1876-Jan-01 00:00:00,ECU,Ecuador,1875,0,-9,2,0,1158,0,0.0003729
145,1891-Jan-01 00:00:00,1892-Jan-01 00:00:00,BOL,Bolivia,1891,0,-9,1,0,1643,0,0.0003739
130,1874-Jan-01 00:00:00,1875-Jan-01 00:00:00,ECU,Ecuador,1874,0,-9,2,0,1144,0,0.000374
339,1924-Jan-01 00:00:00,1925-Jan-01 00:00:00,ALB,Albania,1924,0,1104,8,0,847,0,0.0003746
42,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,DOM,Dominican Republic,1941,0,-9,3,0,1800,117,0.0003749
150,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,PAR,Paraguay,1961,0,5000,19,13,1888,282,0.000375
712,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,MON,Mongolia,1928,0,-9,8,31,716,0,0.0003757
145,1890-Jan-01 00:00:00,1891-Jan-01 00:00:00,BOL,Bolivia,1890,0,-9,1,0,1630,0,0.0003758
130,1906-Jan-01 00:00:00,1907-Jan-01 00:00:00,ECU,Ecuador,1906,0,-9,4,7,1370,0,0.0003759
145,1889-Jan-01 00:00:00,1890-Jan-01 00:00:00,BOL,Bolivia,1889,0,-9,1,0,1613,0,0.0003763
92,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,SAL,El Salvador,1968,3,9240,4,827,3266,608,0.0003763
437,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,CDI,Ivory Coast,1967,0,16711,5,39,4890,318,0.0003769
812,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,LAO,Laos,1957,0,114,25,0,2034,102,0.0003769
130,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,ECU,Ecuador,1905,0,258,4,8,1360,0,0.0003771
145,1888-Jan-01 00:00:00,1889-Jan-01 00:00:00,BOL,Bolivia,1888,0,-9,1,0,1597,0,0.0003772
437,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,CDI,Ivory Coast,1966,0,13109,6,34,4703,302,0.0003772
130,1892-Jan-01 00:00:00,1893-Jan-01 00:00:00,ECU,Ecuador,1892,0,-9,3,0,1272,0,0.0003782
433,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,SEN,Senegal,1961,0,3000,4,19,3578,409,0.0003788
130,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,ECU,Ecuador,1904,0,-9,4,7,1350,0,0.0003789
145,1887-Jan-01 00:00:00,1888-Jan-01 00:00:00,BOL,Bolivia,1887,0,-9,1,0,1580,0,0.000379
